source_train,target_test,model,audit_scope,corruption_family,severity,corruption,precision,recall,mAP50,mAP50_95,source_file
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.43987814609033277,0.19666270306079517,0.21443526770357327,0.1706757676464721,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.4158200962890561,0.15359741309620048,0.17009558243739373,0.12034669701846226,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.41981935916420576,0.20264066248867865,0.22978715774853564,0.19665492807987078,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.3716536579789424,0.17597071732578495,0.1895598323224229,0.16270004438437843,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.15330834341086697,0.1852221985276768,0.09984736744413528,0.08094428280596787,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.5318928802521458,0.2594758811600525,0.3189782349604606,0.2611662624807336,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.5594410598773073,0.2459875584716964,0.29408982664478517,0.2426451123239468,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.4723699654994761,0.24752029461996544,0.27166566139390624,0.22080461489935152,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.3253840701998197,0.24382717804725218,0.15301157794286174,0.0747086911864134,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.31601429211902987,0.27127622560687775,0.15295133851064857,0.07381509706371807,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.29816013982025286,0.23276502612315167,0.12448583159057931,0.058249915156875734,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.2548448094975276,0.19021734221311953,0.09600009096691231,0.043856160777099744,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.29618898725713394,0.20652623570602985,0.11918247854882669,0.05334076632971112,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.26226187370596044,0.15832290938677085,0.08081548186942866,0.038626433105652634,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.19363022582423808,0.13128476995334065,0.051609777084695496,0.024134701489699026,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.31830623493475363,0.264840198306453,0.16131608392531888,0.07823472104193072,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.3220726469020576,0.273476879915132,0.16359459951031216,0.07924829449159852,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
PhenoBench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.33392764882549475,0.27307317758736716,0.164099637214765,0.0798543644884084,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_pb_seed0_to_cropandweed/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.3253840701998197,0.24382717804725218,0.15301157794286174,0.0747086911864134,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.31601429211902987,0.27127622560687775,0.15295133851064857,0.07381509706371807,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.29816013982025286,0.23276502612315167,0.12448583159057931,0.058249915156875734,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.2548448094975276,0.19021734221311953,0.09600009096691231,0.043856160777099744,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.29618898725713394,0.20652623570602985,0.11918247854882669,0.05334076632971112,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.26226187370596044,0.15832290938677085,0.08081548186942866,0.038626433105652634,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.19363022582423808,0.13128476995334065,0.051609777084695496,0.024134701489699026,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.31830623493475363,0.264840198306453,0.16131608392531888,0.07823472104193072,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.3220726469020576,0.273476879915132,0.16359459951031216,0.07924829449159852,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.33392764882549475,0.27307317758736716,0.164099637214765,0.0798543644884084,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.26315554374564465,0.24020162620424523,0.13581966771177792,0.06356418445896411,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.3458872360125789,0.2836811680797401,0.16585931655805503,0.07964147312049798,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.302945065682605,0.25238172821283655,0.13529617183156875,0.06243190840651926,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.25342847948948577,0.20952341682861558,0.10808861848102949,0.04982611888049686,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.26618228227430096,0.20747422895971412,0.11659121433726621,0.05244611829990179,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.22259851341457887,0.1795893494754795,0.0853382099553266,0.03830041498148729,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.18414718667313318,0.12318420092127727,0.05683333470734945,0.026238232269986624,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.29717485110818664,0.2554550500131979,0.1502870381409874,0.07146340228845624,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.32027653049315674,0.26297743710420923,0.15980055812728955,0.07589605194217597,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3489267265066103,0.2898055642630869,0.1715147719158853,0.08025966119669645,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.2942589290163482,0.24214549074959074,0.15375061504026083,0.07509692875848112,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.35744719338509423,0.28802560359919727,0.17529740270709696,0.08238777440160663,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.3471977727597654,0.26026726675590167,0.15537623333011924,0.07406551884308335,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.31969204996158457,0.21160831765698898,0.12477182434478704,0.06237240013209884,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.2801453414172118,0.2527028103004539,0.14282818039132147,0.06755884865426452,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.24689380328146387,0.22113514687142766,0.12024821495741711,0.05669658262949713,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.2237206640737712,0.1978932030292619,0.09815797788096361,0.045400892493185054,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.29791471701101596,0.25890765914812447,0.16345860396544443,0.08025380725445076,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.30671885951591304,0.2670822528838842,0.16767119190223845,0.08123262374112591,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3356794621593552,0.28942499131920385,0.17667112305743637,0.08454969394774525,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
