source_train,target_test,model,audit_scope,corruption_family,severity,corruption,precision,recall,mAP50,mAP50_95,run_id,direction,seed
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.1841471866731331,0.1231842009212772,0.0568333347073494,0.0262382322699866,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2971748511081866,0.2554550500131979,0.1502870381409874,0.0714634022884562,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.3202765304931567,0.2629774371042092,0.1598005581272895,0.0758960519421759,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3489267265066103,0.2898055642630869,0.1715147719158853,0.0802596611966964,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.2942589290163482,0.2421454907495907,0.1537506150402608,0.0750969287584811,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.3574471933850942,0.2880256035991972,0.1752974027070969,0.0823877744016066,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.3471977727597654,0.2602672667559016,0.1553762333301192,0.0740655188430833,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.3196920499615845,0.2116083176569889,0.124771824344787,0.0623724001320988,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.2801453414172118,0.2527028103004539,0.1428281803913214,0.0675588486542645,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2468938032814638,0.2211351468714276,0.1202482149574171,0.0566965826294971,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.2237206640737712,0.1978932030292619,0.0981579778809636,0.045400892493185,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2979147170110159,0.2589076591481244,0.1634586039654444,0.0802538072544507,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.306718859515913,0.2670822528838842,0.1676711919022384,0.0812326237411259,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3356794621593552,0.2894249913192038,0.1766711230574363,0.0845496939477452,yolo11m_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
