sample_id,object_id,label,label_id,x_min,y_min,x_max,y_max,area,source
cwfid_044,0,crop,1,524,354,675,546,17407.5,cwfid_polygon_extent
cwfid_044,1,crop,1,533,1,716,153,19917.0,cwfid_polygon_extent
cwfid_044,2,weed,2,533,658,676,815,14523.0,cwfid_polygon_extent
cwfid_044,3,weed,2,228,42,487,203,29230.5,cwfid_polygon_extent
cwfid_044,4,weed,2,24,6,105,46,1707.0,cwfid_polygon_extent
cwfid_044,5,crop,1,555,800,719,952,17499.5,cwfid_polygon_extent
cwfid_045,0,crop,1,512,382,747,654,43782.0,cwfid_polygon_extent
cwfid_045,1,weed,2,809,26,1059,350,59430.5,cwfid_polygon_extent
cwfid_045,2,weed,2,662,482,825,652,19560.5,cwfid_polygon_extent
cwfid_045,3,weed,2,833,609,1012,813,23383.0,cwfid_polygon_extent
cwfid_045,4,crop,1,605,647,729,802,13408.0,cwfid_polygon_extent
cwfid_045,5,crop,1,520,882,676,965,9444.5,cwfid_polygon_extent
cwfid_045,6,weed,2,359,816,480,959,10813.5,cwfid_polygon_extent
cwfid_045,7,weed,2,667,93,860,281,21470.0,cwfid_polygon_extent
cwfid_045,8,weed,2,392,1,840,328,86068.5,cwfid_polygon_extent
cwfid_046,0,crop,1,498,68,705,245,18741.0,cwfid_polygon_extent
cwfid_046,1,crop,1,553,745,707,886,15229.0,cwfid_polygon_extent
cwfid_046,2,weed,2,350,335,588,655,59495.0,cwfid_polygon_extent
cwfid_047,0,weed,2,216,71,408,308,30698.5,cwfid_polygon_extent
cwfid_047,1,weed,2,643,54,871,284,40119.0,cwfid_polygon_extent
cwfid_047,2,crop,1,513,151,630,349,15477.5,cwfid_polygon_extent
cwfid_047,3,crop,1,546,600,678,826,20988.5,cwfid_polygon_extent
cwfid_047,4,weed,2,111,644,226,779,12319.5,cwfid_polygon_extent
cwfid_048,0,weed,2,452,136,915,643,153550.0,cwfid_polygon_extent
cwfid_048,1,crop,1,644,280,707,347,2525.5,cwfid_polygon_extent
cwfid_048,2,crop,1,515,333,614,398,4547.0,cwfid_polygon_extent
cwfid_048,3,weed,2,662,827,813,965,15131.0,cwfid_polygon_extent
cwfid_048,4,crop,1,471,0,661,156,21643.0,cwfid_polygon_extent
cwfid_049,0,crop,1,423,2,771,297,74222.0,cwfid_polygon_extent
cwfid_049,1,weed,2,172,714,306,948,19565.0,cwfid_polygon_extent
cwfid_049,2,weed,2,674,192,874,364,22349.0,cwfid_polygon_extent
cwfid_049,3,crop,1,529,379,740,602,36370.0,cwfid_polygon_extent
cwfid_050,0,crop,1,566,504,672,619,8993.5,cwfid_polygon_extent
cwfid_050,1,crop,1,520,714,810,965,51946.5,cwfid_polygon_extent
cwfid_051,0,crop,1,622,220,818,374,22237.0,cwfid_polygon_extent
cwfid_051,1,crop,1,655,609,795,711,11379.0,cwfid_polygon_extent
cwfid_051,2,crop,1,642,376,882,553,26302.5,cwfid_polygon_extent
cwfid_051,3,weed,2,638,725,780,926,16147.5,cwfid_polygon_extent
cwfid_051,4,weed,2,448,710,830,962,47111.0,cwfid_polygon_extent
cwfid_051,5,weed,2,750,723,877,895,15579.5,cwfid_polygon_extent
cwfid_051,6,weed,2,127,801,408,964,29476.5,cwfid_polygon_extent
cwfid_051,7,crop,1,523,33,822,266,42130.5,cwfid_polygon_extent
cwfid_051,8,weed,2,82,193,721,879,251154.0,cwfid_polygon_extent
cwfid_051,9,weed,2,890,792,1082,929,20659.5,cwfid_polygon_extent
cwfid_052,0,crop,1,604,266,852,470,35044.5,cwfid_polygon_extent
cwfid_052,1,weed,2,742,759,885,878,11620.0,cwfid_polygon_extent
cwfid_052,2,weed,2,206,756,691,963,74350.0,cwfid_polygon_extent
cwfid_052,3,crop,1,592,109,737,289,20620.5,cwfid_polygon_extent
cwfid_052,4,weed,2,732,0,1106,385,83796.5,cwfid_polygon_extent
cwfid_052,5,weed,2,609,1,777,114,13778.0,cwfid_polygon_extent
cwfid_052,6,weed,2,1073,195,1259,379,25211.0,cwfid_polygon_extent
cwfid_052,7,weed,2,875,549,1070,727,24157.5,cwfid_polygon_extent
cwfid_052,8,weed,2,428,434,727,761,51178.0,cwfid_polygon_extent
cwfid_052,9,crop,1,589,513,795,756,31740.0,cwfid_polygon_extent
cwfid_052,10,weed,2,188,576,363,782,25040.5,cwfid_polygon_extent
cwfid_053,0,weed,2,551,191,782,476,48843.0,cwfid_polygon_extent
cwfid_053,1,crop,1,557,61,795,184,19204.5,cwfid_polygon_extent
cwfid_053,2,crop,1,628,701,757,830,14153.0,cwfid_polygon_extent
cwfid_053,3,weed,2,12,496,431,963,136886.5,cwfid_polygon_extent
cwfid_053,4,crop,1,593,819,765,941,13426.0,cwfid_polygon_extent
cwfid_054,0,weed,2,725,1,926,172,26894.5,cwfid_polygon_extent
cwfid_054,1,crop,1,555,317,812,571,38187.5,cwfid_polygon_extent
cwfid_054,2,crop,1,525,90,875,347,59166.5,cwfid_polygon_extent
cwfid_054,3,weed,2,551,0,758,129,17064.5,cwfid_polygon_extent
cwfid_054,4,weed,2,579,527,834,765,28972.0,cwfid_polygon_extent
cwfid_054,5,weed,2,503,461,680,630,19122.5,cwfid_polygon_extent
cwfid_054,6,weed,2,454,702,643,900,20968.5,cwfid_polygon_extent
cwfid_054,7,weed,2,654,733,880,961,37133.5,cwfid_polygon_extent
cwfid_055,0,crop,1,387,313,648,443,23054.0,cwfid_polygon_extent
cwfid_055,1,crop,1,417,467,609,610,17679.0,cwfid_polygon_extent
cwfid_055,2,crop,1,547,552,688,767,19057.0,cwfid_polygon_extent
cwfid_055,3,weed,2,579,475,843,762,42513.5,cwfid_polygon_extent
cwfid_055,4,crop,1,380,214,553,362,15348.5,cwfid_polygon_extent
cwfid_055,5,weed,2,663,1,902,167,28052.5,cwfid_polygon_extent
cwfid_055,6,crop,1,527,742,799,964,39149.0,cwfid_polygon_extent
cwfid_055,7,weed,2,675,681,1006,963,55461.0,cwfid_polygon_extent
cwfid_056,0,weed,2,646,456,846,648,24274.5,cwfid_polygon_extent
cwfid_056,1,weed,2,398,109,583,341,22579.0,cwfid_polygon_extent
cwfid_056,2,weed,2,209,1,551,171,38400.0,cwfid_polygon_extent
cwfid_056,3,weed,2,377,459,535,574,10624.5,cwfid_polygon_extent
cwfid_056,4,crop,1,380,733,607,926,26091.5,cwfid_polygon_extent
cwfid_056,5,weed,2,545,701,800,964,40113.5,cwfid_polygon_extent
cwfid_056,6,weed,2,658,612,876,770,23294.5,cwfid_polygon_extent
cwfid_056,7,weed,2,455,566,660,733,26222.0,cwfid_polygon_extent
cwfid_056,8,weed,2,613,171,814,275,13564.5,cwfid_polygon_extent
cwfid_056,9,crop,1,359,324,548,487,19076.0,cwfid_polygon_extent
cwfid_057,0,weed,2,272,634,591,838,38670.0,cwfid_polygon_extent
cwfid_057,1,weed,2,150,795,476,965,34079.5,cwfid_polygon_extent
cwfid_057,2,weed,2,203,703,386,852,16407.5,cwfid_polygon_extent
cwfid_057,3,weed,2,449,807,646,964,23904.5,cwfid_polygon_extent
cwfid_057,4,weed,2,430,36,532,142,5996.5,cwfid_polygon_extent
cwfid_057,5,weed,2,572,1,788,246,34675.0,cwfid_polygon_extent
cwfid_057,6,weed,2,702,0,875,94,14292.5,cwfid_polygon_extent
cwfid_057,7,weed,2,669,116,902,433,43077.5,cwfid_polygon_extent
cwfid_057,8,crop,1,656,394,737,554,9129.0,cwfid_polygon_extent
cwfid_057,9,weed,2,1020,1,1293,283,57515.5,cwfid_polygon_extent
cwfid_057,10,weed,2,1197,351,1295,540,15053.5,cwfid_polygon_extent
cwfid_057,11,weed,2,1087,394,1223,546,13821.5,cwfid_polygon_extent
cwfid_057,12,weed,2,1004,533,1286,726,38470.0,cwfid_polygon_extent
cwfid_058,0,crop,1,654,338,844,545,17201.0,cwfid_polygon_extent
cwfid_058,1,crop,1,652,732,827,825,11814.5,cwfid_polygon_extent
cwfid_058,2,weed,2,388,635,626,892,35128.0,cwfid_polygon_extent
cwfid_058,3,weed,2,491,801,656,965,19399.0,cwfid_polygon_extent
cwfid_058,4,weed,2,667,800,879,965,25516.0,cwfid_polygon_extent
cwfid_058,5,weed,2,1069,863,1220,965,11947.5,cwfid_polygon_extent
cwfid_058,6,weed,2,926,100,1088,275,21598.0,cwfid_polygon_extent
cwfid_058,7,weed,2,141,51,393,303,37414.5,cwfid_polygon_extent
cwfid_058,8,weed,2,267,1,414,161,15812.5,cwfid_polygon_extent
cwfid_058,9,weed,2,365,0,600,167,29008.5,cwfid_polygon_extent
cwfid_058,10,crop,1,649,1,812,144,16434.5,cwfid_polygon_extent
cwfid_058,11,crop,1,635,169,813,330,19954.0,cwfid_polygon_extent
cwfid_058,12,weed,2,771,507,894,592,6984.5,cwfid_polygon_extent
cwfid_058,13,weed,2,478,315,666,585,34877.0,cwfid_polygon_extent
cwfid_058,14,weed,2,378,1,842,354,61413.5,cwfid_polygon_extent
cwfid_059,0,weed,2,63,32,334,437,55747.5,cwfid_polygon_extent
cwfid_059,1,weed,2,230,598,354,761,15684.5,cwfid_polygon_extent
cwfid_059,2,crop,1,665,666,829,875,20812.0,cwfid_polygon_extent
cwfid_059,3,crop,1,702,546,802,643,6919.0,cwfid_polygon_extent
cwfid_059,4,weed,2,365,779,640,965,34754.0,cwfid_polygon_extent
cwfid_059,5,weed,2,558,677,716,964,26348.0,cwfid_polygon_extent
cwfid_059,6,weed,2,445,344,743,594,34162.5,cwfid_polygon_extent
cwfid_059,7,weed,2,408,70,865,469,70755.0,cwfid_polygon_extent
cwfid_059,8,crop,1,653,238,859,399,19683.0,cwfid_polygon_extent
cwfid_059,9,weed,2,464,1,840,129,32409.5,cwfid_polygon_extent
cwfid_059,10,weed,2,713,144,830,256,8670.0,cwfid_polygon_extent
cwfid_059,11,weed,2,366,463,517,626,15470.0,cwfid_polygon_extent
cwfid_060,0,weed,2,288,90,503,283,32197.0,cwfid_polygon_extent
cwfid_060,1,weed,2,416,390,549,516,11304.5,cwfid_polygon_extent
cwfid_060,2,weed,2,479,178,632,438,28892.0,cwfid_polygon_extent
cwfid_060,3,crop,1,552,1,734,113,12954.0,cwfid_polygon_extent
cwfid_060,4,weed,2,667,2,1045,269,70201.5,cwfid_polygon_extent
cwfid_060,5,weed,2,1006,51,1111,141,6179.0,cwfid_polygon_extent
cwfid_060,6,weed,2,1177,6,1253,95,4774.5,cwfid_polygon_extent
cwfid_060,7,crop,1,672,425,835,616,25425.0,cwfid_polygon_extent
cwfid_060,8,weed,2,885,697,1093,934,36103.0,cwfid_polygon_extent
cwfid_060,9,weed,2,769,601,945,818,22764.5,cwfid_polygon_extent
cwfid_060,10,weed,2,612,543,783,861,35295.5,cwfid_polygon_extent
cwfid_060,11,crop,1,665,822,870,965,24075.0,cwfid_polygon_extent
cwfid_060,12,weed,2,460,772,661,965,26735.5,cwfid_polygon_extent
cwfid_060,13,weed,2,394,912,519,965,5132.0,cwfid_polygon_extent
